"","NAME","COLOR","SEX","DISTANCE_MILES","SPEED_YPM","TYPE"
"904","RIC ARRISO/23","blue bar","hen","102.126",1365.3,"YOUNG BIRD"
"905","Lews Loft /16","red","hen","160.381",1338.6,"YOUNG BIRD"
"906","Malone Loft/2","complex","cock","169.753",1308.4,"YOUNG BIRD"
"907","COLUMBA LIV/5","complex","hen","142.582",489.7,"YOUNG BIRD"
"908","Journeys E/22","blue check","hen","149.532",1018.6,"YOUNG BIRD"
"909","Terry Dry /30","blue bar","cock","157.628",985.5,"YOUNG BIRD"
"910","Dr Lee Nel/25","dark check","cock","153.137",980.1,"YOUNG BIRD"
"911","Mike Skurs/25","blue bar","cock","164.623",975,"YOUNG BIRD"
"912","PALOMERA  /26","blue bar","cock","118.433",974.9,"YOUNG BIRD"
"913","PALOMERA","blue bar","hen","2/26",974.8,"YOUNG BIRD"
"914","PALOMERA","complex","hen","3/26",974.6,"YOUNG BIRD"
"915","Jerry King/30","blue check","cock","143.601",972.4,"YOUNG BIRD"
"916","Journeys End","complex","hen","2/22",963.9,"YOUNG BIRD"
"917","Terry Dry","blue check","cock","2/30",959.9,"YOUNG BIRD"
"918","COLUMBA LIV/4","blue bar","hen","137.827",949.2,"YOUNG BIRD"
"919","Journeys End","dark check","cock","3/22",945.6,"YOUNG BIRD"
"920","FLORIN POT/23","red check","hen","111.725",945.4,"YOUNG BIRD"
"921","Jerry King","blue bar","cock","2/30",944.2,"YOUNG BIRD"
"922","Jerry King","blue check","cock","3/30",944,"YOUNG BIRD"
"923","BRUCE GORD/24","complex","cock","104.924",936.4,"YOUNG BIRD"
"924","Dr Lee Nelson","blue check","hen","2/25",935.9,"YOUNG BIRD"
"925","Dr Lee Nelson","blue check","hen","3/25",930.6,"YOUNG BIRD"
"926","Terry Dry","blue bar","cock","3/30",926.7,"YOUNG BIRD"
"927","Journeys End","blue bar","hen","4/22",925.2,"YOUNG BIRD"
"928","Malone Loft/5","complex","cock","164.956",922.8,"YOUNG BIRD"
"929","FLORIN POTRA","blue bar","hen","2/23",916.4,"YOUNG BIRD"
"930","Jerry King","dark check","cock","4/30",914.8,"YOUNG BIRD"
"931","Jerry King","complex","cock","5/30",912.7,"YOUNG BIRD"
"932","Terry Dry","blue bar","cock","4/30",911.9,"YOUNG BIRD"
"933","STEVE LESL/23","unknown","hen","101.051",911.9,"YOUNG BIRD"
"934","DAVE SKURS/15","blue bar","cock","110.124",909.7,"YOUNG BIRD"
"935","PALOMERA","blue bar","hen","4/26",909.4,"YOUNG BIRD"
"936","Ramon Guer/17","blue check","hen","145.667",905,"YOUNG BIRD"
"937","Dr Lee Nelson","blue bar","hen","4/25",904.3,"YOUNG BIRD"
"938","Jack Chavi/20","complex","cock","105.015",902.1,"YOUNG BIRD"
"939","Terry Dry","blue bar","cock","5/30",901.5,"YOUNG BIRD"
"940","FLORIN POTRA","complex","hen","3/23",900.6,"YOUNG BIRD"
"941","TIM WOGOMA/46","blue bar","hen","109.522",900.6,"YOUNG BIRD"
"942","RICK TOM  /12","blue bar","hen","114.241",900.5,"YOUNG BIRD"
"943","Mike Skurski","complex","cock","2/25",897.7,"YOUNG BIRD"
"944","COLUMBA LIVIA","blue bar","hen","2/4",884.4,"YOUNG BIRD"
"945","EARLY DAWN /4","complex","cock","137.827",882,"YOUNG BIRD"
"946","KARL WOHLM/18","complex","cock","100.897",881.2,"YOUNG BIRD"
"947","Mike Skurski","blue bar","cock","3/25",879.2,"YOUNG BIRD"
"948","FLORIN POTRA","complex","hen","4/23",876.9,"YOUNG BIRD"
"949","TIM WOGOMAN","complex","hen","2/46",876.1,"YOUNG BIRD"
"950","TIM WOGOMAN","blue bar","hen","3/46",875.8,"YOUNG BIRD"
"951","TIM WOGOMAN","complex","hen","4/46",875.8,"YOUNG BIRD"
"952","TIM WOGOMAN","blue bar","hen","5/46",875.4,"YOUNG BIRD"
"953","Jerry King","complex","cock","6/30",872.2,"YOUNG BIRD"
"954","WADE FARLE/12","complex","hen","115.554",870.1,"YOUNG BIRD"
"955","FLORIN POTRA","complex","hen","5/23",869.8,"YOUNG BIRD"
"956","FLORIN POTRA","complex","hen","6/23",869.7,"YOUNG BIRD"
"957","Jack Chavis","complex","hen","2/20",869,"YOUNG BIRD"
"958","Jack Chavis","complex","hen","3/20",868.9,"YOUNG BIRD"
"959","BRUCE GORDON","complex","cock","2/24",867.7,"YOUNG BIRD"
"960","STEVE LESLEY","unknown","hen","2/23",866.8,"YOUNG BIRD"
"961","STEVE LESLEY","unknown","hen","3/23",866.7,"YOUNG BIRD"
"962","STEVE LESLEY","unknown","hen","4/23",866.7,"YOUNG BIRD"
"963","Jerry King","complex","cock","7/30",864,"YOUNG BIRD"
"964","RIGHT WING /5","blue bar","hen","119.459",862.4,"YOUNG BIRD"
"965","Jack Chavis","complex","cock","4/20",860.5,"YOUNG BIRD"
"966","Journeys End","blue bar","cock","5/22",859.9,"YOUNG BIRD"
"967","RICK TOM","complex","cock","2/12",858.3,"YOUNG BIRD"
"968","Jack Chavis","complex","cock","5/20",853.9,"YOUNG BIRD"
"969","Jack Chavis","complex","hen","6/20",853.5,"YOUNG BIRD"
"970","TIM WOGOMAN","blue bar","hen","6/46",852.8,"YOUNG BIRD"
"971","Mike Skurski","red check","cock","4/25",852,"YOUNG BIRD"
"972","PALOMERA","blue bar","cock","5/26",849,"YOUNG BIRD"
"973","PALOMERA","complex","hen","6/26",848.9,"YOUNG BIRD"
"974","Terry Dry","blue bar","cock","6/30",847.3,"YOUNG BIRD"
"975","KARL WOHLMACH","complex","cock","2/18",845.8,"YOUNG BIRD"
"976","Smith Loft/20","complex","hen","99.110",839.8,"YOUNG BIRD"
"977","DOUG MOCZUL/9","complex","cock","118.597",837.7,"YOUNG BIRD"
"978","Journeys End","blue bar","hen","6/22",837.6,"YOUNG BIRD"
"979","Smith Loft","complex","hen","2/20",837.6,"YOUNG BIRD"
"980","WADE FARLEY","blue bar","cock","2/12",831.8,"YOUNG BIRD"
"981","WADE FARLEY","complex","hen","3/12",831.7,"YOUNG BIRD"
"982","Journeys End","dark check","cock","7/22",830.4,"YOUNG BIRD"
"983","TITO S LOF/22","complex","cock","111.470",829.5,"YOUNG BIRD"
"984","TIM WOGOMAN","blue bar","hen","7/46",828.4,"YOUNG BIRD"
"985","TIM WOGOMAN","complex","hen","8/46",828,"YOUNG BIRD"
"986","TIM WOGOMAN","red check","cock","9/46",828,"YOUNG BIRD"
"987","TIM WOGOMAN","complex","hen","10/46",827.7,"YOUNG BIRD"
"988","TIM WOGOMAN","complex","hen","11/46",827.5,"YOUNG BIRD"
"989","TIM WOGOMAN","complex","hen","12/46",827.4,"YOUNG BIRD"
"990","PALOMERA","complex","hen","7/26",827.3,"YOUNG BIRD"
"991","TIM WOGOMAN","complex","cock","13/46",826.8,"YOUNG BIRD"
"992","TIM WOGOMAN","blue bar","hen","14/46",826.6,"YOUNG BIRD"
"993","Mike Strev/21","blue check","cock","149.966",824.6,"YOUNG BIRD"
"994","Journeys End","blue bar","hen","8/22",819.8,"YOUNG BIRD"
"995","PALOMERA","complex","cock","8/26",818.4,"YOUNG BIRD"
"996","TIM WOGOMAN","complex","hen","15/46",817.1,"YOUNG BIRD"
"997","Jack Chavis","complex","cock","7/20",816.6,"YOUNG BIRD"
"998","TIM WOGOMAN","blue bar","hen","16/46",816.6,"YOUNG BIRD"
"999","KARL WOHLMACH","complex","hen","3/18",815.6,"YOUNG BIRD"
"1000","COLUMBA LIVIA","blue bar","cock","3/4",814.9,"YOUNG BIRD"
"1001","Smith Loft","complex","hen","3/20",814.9,"YOUNG BIRD"
"1002","Smith Loft","complex","cock","4/20",814.8,"YOUNG BIRD"
"1003","Smith Loft","complex","hen","5/20",814.7,"YOUNG BIRD"
"1004","Smith Loft","complex","cock","6/20",814.7,"YOUNG BIRD"
"1005","Malone Loft","complex","cock","2/5",814.2,"YOUNG BIRD"
"1006","Smith Loft","complex","hen","7/20",810,"YOUNG BIRD"
"1007","Ramon Guerrer","red check","cock","2/17",809.9,"YOUNG BIRD"
"1008","FLORIN POTRA","black","hen","7/23",806.7,"YOUNG BIRD"
"1009","Journeys End","complex","hen","9/22",803.8,"YOUNG BIRD"
"1010","KARL WOHLMACH","complex","cock","4/18",803.4,"YOUNG BIRD"
"1011","STEVE LESLEY","unknown","hen","5/23",802.7,"YOUNG BIRD"
"1012","FLORIN POTRA","complex","hen","8/23",800.5,"YOUNG BIRD"
"1013","BRUCE GORDON","complex","hen","3/24",799.9,"YOUNG BIRD"
"1014","Mike Strevel","blue check","hen","2/21",798.1,"YOUNG BIRD"
"1015","STEVE LESLEY","unknown","cock","6/23",797,"YOUNG BIRD"
"1016","Jack Chavis","complex","hen","8/20",795.8,"YOUNG BIRD"
"1017","Jerry King","blue check","cock","8/30",793,"YOUNG BIRD"
"1018","Jerry King","blue bar","hen","9/30",790.6,"YOUNG BIRD"
"1019","Jerry King","dark check","cock","10/30",790.4,"YOUNG BIRD"
"1020","Smith Loft","complex","hen","8/20",790.3,"YOUNG BIRD"
"1021","PALOMERA","complex","hen","9/26",789.9,"YOUNG BIRD"
"1022","STEVE LESLEY","unknown","hen","7/23",787.7,"YOUNG BIRD"
"1023","TIM WOGOMAN","blue bar","hen","17/46",785.6,"YOUNG BIRD"
"1024","FLORIN POTRA","complex","hen","9/23",782.2,"YOUNG BIRD"
"1025","Dr Lee Nelson","blue bar","hen","5/25",776,"YOUNG BIRD"
"1026","Terry Dry","blue bar","cock","7/30",768.2,"YOUNG BIRD"
"1027","STEVE LESLEY","unknown","cock","8/23",767,"YOUNG BIRD"
"1028","Karen Flemm/6","red","hen","164.623",756.7,"YOUNG BIRD"
"1029","IBUKI BROS/15","blue bar","cock","121.557",727,"YOUNG BIRD"
"1030","Ron Geer   /7","blue bar","cock","164.617",725.6,"YOUNG BIRD"
"1031","VICTOR SAN/31","blue bar","hen","105.645",714.3,"YOUNG BIRD"
"1032","NEZ-REE LO/11","complex","cock","106.112",714,"YOUNG BIRD"
"1033","RIC ARRISOL/5","unknown","hen","97.485",699.8,"YOUNG BIRD"
"1034","TLC LOFT   /4","blue bar","hen","131.100",654.1,"YOUNG BIRD"
"1035","ARAMIS ALBA/6","complex","cock","92.899",574.3,"YOUNG BIRD"
"1036","Matt Hazen /3","blue check","hen","165.491",490.5,"YOUNG BIRD"
"1037","BLUE DANUB/27","complex","hen","102.616",1369.3,"YOUNG BIRD"
"1038","BRUCE GORD/19","blue bar","cock","98.451",1366.7,"YOUNG BIRD"
"1039","KARL WOHLMA/8","blue check","hen","94.467",1364.3,"YOUNG BIRD"
"1040","KARL WOHLMACH","dark check","hen","2/8",1364.1,"YOUNG BIRD"
"1041","KARL WOHLMACH","blue check","hen","3/8",1363.9,"YOUNG BIRD"
"1042","BRUCE GORDON","blue bar","cock","2/19",1354.6,"YOUNG BIRD"
"1043","Jack Chavi/11","blue check","cock","98.644",1343.9,"YOUNG BIRD"
"1044","FLORIN POT/12","red check","hen","105.315",1343.6,"YOUNG BIRD"
"1045","Jack Chavis","blue bar","hen","2/11",1343.4,"YOUNG BIRD"
"1046","FLORIN POTRA","complex","hen","2/12",1343.2,"YOUNG BIRD"
"1047","FLORIN POTRA","blue bar","hen","3/12",1343,"YOUNG BIRD"
"1048","E&S GRABANS/7","complex","hen","109.075",1339.2,"YOUNG BIRD"
"1049","BRUCE GORDON","blue check","hen","3/19",1333.2,"YOUNG BIRD"
"1050","BRUCE GORDON","blue bar","cock","4/19",1332.7,"YOUNG BIRD"
"1051","BRUCE GORDON","blue check","hen","5/19",1332.2,"YOUNG BIRD"
"1052","BRUCE GORDON","blue check","cock","6/19",1324.9,"YOUNG BIRD"
"1053","BRUCE GORDON","blue bar","cock","7/19",1324.6,"YOUNG BIRD"
"1054","BRUCE GORDON","blue check","hen","8/19",1324.4,"YOUNG BIRD"
"1055","Terry Dry /15","blue bar","cock","150.942",1319.2,"YOUNG BIRD"
"1056","BRUCE GORDON","blue check","cock","9/19",1318.5,"YOUNG BIRD"
"1057","KARL WOHLMACH","blue bar","hen","4/8",1318.5,"YOUNG BIRD"
"1058","BRUCE GORDON","blue bar","hen","10/19",1318.3,"YOUNG BIRD"
"1059","BRUCE GORDON","blue bar","cock","11/19",1318,"YOUNG BIRD"
"1060","BRUCE GORDON","blue check","cock","12/19",1318,"YOUNG BIRD"
"1061","BRUCE GORDON","blue bar","cock","13/19",1317.8,"YOUNG BIRD"
"1062","BRUCE GORDON","blue bar","cock","14/19",1317.7,"YOUNG BIRD"
"1063","KARL WOHLMACH","blue bar","hen","5/8",1316.4,"YOUNG BIRD"
"1064","FLORIN POTRA","complex","hen","4/12",1314.7,"YOUNG BIRD"
"1065","FLORIN POTRA","complex","hen","5/12",1314.6,"YOUNG BIRD"
"1066","E&S GRABANSKI","complex","hen","2/7",1314.3,"YOUNG BIRD"
"1067","Jack Chavis","blue check","cock","3/11",1310.6,"YOUNG BIRD"
"1068","Terry Dry","blue bar","hen","2/15",1310.1,"YOUNG BIRD"
"1069","STEVE LESL/11","blue bar","hen","94.433",1307.3,"YOUNG BIRD"
"1070","Dr Lee Nel/11","slate","hen","146.584",1304.4,"YOUNG BIRD"
"1071","Dr Lee Nelson","blue bar","hen","2/11",1304.1,"YOUNG BIRD"
"1072","E&S GRABANSKI","complex","hen","3/7",1304,"YOUNG BIRD"
"1073","BRUCE GORDON","blue check","cock","15/19",1302.5,"YOUNG BIRD"
"1074","BRUCE GORDON","blue bar","cock","16/19",1302.3,"YOUNG BIRD"
"1075","Terry Dry","blue bar","cock","3/15",1300.7,"YOUNG BIRD"
"1076","WADE FARLEY/7","complex","hen","109.360",1299.8,"YOUNG BIRD"
"1077","KARL WOHLMACH","blue check","hen","6/8",1297.7,"YOUNG BIRD"
"1078","RIC ARRISO/18","complex","cock","91.300",1296.1,"YOUNG BIRD"
"1079","KARL WOHLMACH","blue bar","hen","7/8",1295.5,"YOUNG BIRD"
"1080","KARL WOHLMACH","blue check","hen","8/8",1295.2,"YOUNG BIRD"
"1081","BRUCE GORDON","blue check","hen","17/19",1295.2,"YOUNG BIRD"
"1082","RIC ARRISOLA","dark check","cock","2/18",1293.8,"YOUNG BIRD"
"1083","Daniel Guer/4","blue check","cock","139.065",1287.7,"YOUNG BIRD"
"1084","BLUE DANUBE L","complex","hen","2/27",1286.8,"YOUNG BIRD"
"1085","BRUCE GORDON","blue check","cock","18/19",1286.7,"YOUNG BIRD"
"1086","BLUE DANUBE L","complex","cock","3/27",1286.5,"YOUNG BIRD"
"1087","BLUE DANUBE L","complex","hen","4/27",1286.5,"YOUNG BIRD"
"1088","BLUE DANUBE L","complex","hen","5/27",1285.7,"YOUNG BIRD"
"1089","BLUE DANUBE L","complex","hen","6/27",1285.6,"YOUNG BIRD"
"1090","Dr Lee Nelson","blue bar","hen","3/11",1279.4,"YOUNG BIRD"
"1091","M.L.WESTSI/12","complex","cock","112.439",1276,"YOUNG BIRD"
"1092","STEVE LESLEY","blue bar","hen","2/11",1274.9,"YOUNG BIRD"
"1093","STEVE LESLEY","blue bar","cock","3/11",1273.9,"YOUNG BIRD"
"1094","M.L.WESTSIDE","complex","cock","2/12",1273.6,"YOUNG BIRD"
"1095","STEVE LESLEY","blue bar","cock","4/11",1273.6,"YOUNG BIRD"
"1096","STEVE LESLEY","blue bar","cock","5/11",1273.2,"YOUNG BIRD"
"1097","STEVE LESLEY","blue bar","hen","6/11",1273.1,"YOUNG BIRD"
"1098","IBUKI BROS/10","dark check","cock","115.013",1273,"YOUNG BIRD"
"1099","BLUE DANUBE L","complex","cock","7/27",1272.2,"YOUNG BIRD"
"1100","FLORIN POTRA","complex","hen","6/12",1271.7,"YOUNG BIRD"
"1101","STEVE LESLEY","blue bar","hen","7/11",1270.5,"YOUNG BIRD"
"1102","FLORIN POTRA","complex","hen","7/12",1270.4,"YOUNG BIRD"
"1103","Mike Strev/13","blue check","hen","143.011",1270,"YOUNG BIRD"
"1104","Mike Strevel","blue bar","hen","2/13",1268.5,"YOUNG BIRD"
"1105","FLORIN POTRA","blue bar","hen","8/12",1263.6,"YOUNG BIRD"
"1106","Dr Lee Nelson","blue check","hen","4/11",1262,"YOUNG BIRD"
"1107","IBUKI BROS","blue bar","cock","2/10",1261.9,"YOUNG BIRD"
"1108","IBUKI BROS","blue bar","cock","3/10",1261.9,"YOUNG BIRD"
"1109","MARICUTU F/15","complex","cock","134.329",1260.5,"YOUNG BIRD"
"1110","GLEN JACKS/12","complex","hen","129.651",1259.8,"YOUNG BIRD"
"1111","Jack Chavis","blue check","cock","4/11",1256.1,"YOUNG BIRD"
"1112","STEVE LESLEY","blue bar","hen","8/11",1255.1,"YOUNG BIRD"
"1113","URIBE LOFT/14","red check","hen","119.660",1253.7,"YOUNG BIRD"
"1114","Mike Strevel","blue bar","cock","3/13",1253.1,"YOUNG BIRD"
"1115","Jerry King/13","complex","hen","136.885",1249.9,"YOUNG BIRD"
"1116","Jerry King","dark check","hen","2/13",1249.3,"YOUNG BIRD"
"1117","Terry Dry","blue bar","hen","4/15",1247.8,"YOUNG BIRD"
"1118","WADE FARLEY","complex","hen","2/7",1246.9,"YOUNG BIRD"
"1119","TIM WOGOMA/33","blue bar","hen","102.888",1246.4,"YOUNG BIRD"
"1120","WADE FARLEY","complex","hen","3/7",1246.3,"YOUNG BIRD"
"1121","TIM WOGOMAN","complex","hen","2/33",1246,"YOUNG BIRD"
"1122","BLUE DANUBE L","black","cock","8/27",1245.8,"YOUNG BIRD"
"1123","Jack Chavis","complex","cock","5/11",1242.5,"YOUNG BIRD"
"1124","URIBE LOFT","dark check","hen","2/14",1240.4,"YOUNG BIRD"
"1125","URIBE LOFT","dark check","cock","3/14",1240.3,"YOUNG BIRD"
"1126","Terry Dry","blue check","hen","5/15",1238.2,"YOUNG BIRD"
"1127","Blue Sky L/24","complex","cock","134.600",1236.1,"YOUNG BIRD"
"1128","Roald Hauge/5","blue bar","hen","148.480",1235.8,"YOUNG BIRD"
"1129","Smith Loft /3","blue check","hen","92.662",1232.1,"YOUNG BIRD"
"1130","JERZY     /11","blue bar","cock","107.519",1228.3,"YOUNG BIRD"
"1131","SAWADE LOFT/3","blue bar","hen","133.970",1219.2,"YOUNG BIRD"
"1132","Lews Loft /12","blue bar","cock","136.286",1216.4,"YOUNG BIRD"
"1133","EARLY DAWN /8","dark check","hen","131.276",1204.1,"YOUNG BIRD"
"1134","COLUMBA LIV/5","complex","hen","131.276",1201.2,"YOUNG BIRD"
"1135","Bob Palm   /2","blue bar","hen","152.216",1198.6,"YOUNG BIRD"
"1136","HOME PLATE /9","complex","hen","118.448",1132.9,"YOUNG BIRD"
"1137","TITO S LOF/23","red check","cock","105.098",1129.5,"YOUNG BIRD"
"1138","BOB GLASS  /8","complex","hen","101.592",1093.3,"YOUNG BIRD"
"1139","JACOB McCOO/4","blue bar","hen","129.491",1070.8,"YOUNG BIRD"
"1140","Sundown Lof/3","blue bar","cock","144.929",990.1,"YOUNG BIRD"
"1141","SARAH BOCS/30","blue bar","hen","130.662",894.2,"YOUNG BIRD"
"1142","Brian Kella/4","red check","cock","157.391",827.8,"YOUNG BIRD"
"1143","EYOU LOFT  /3","blue bar","hen","132.078",653.3,"YOUNG BIRD"
"1144","Riggins,Or/20","blue check","cock","105.482",1417.5,"YOUNG BIRD"
"1145","Riggins,Orval","red check","hen","2/20",1417.3,"YOUNG BIRD"
"1146","Riggins,Orval","complex","hen","3/20",1417.3,"YOUNG BIRD"
"1147","Riggins,Orval","blue bar","hen","4/20",1417.2,"YOUNG BIRD"
"1148","Riggins,Orval","blue bar","hen","5/20",1417,"YOUNG BIRD"
"1149","Riggins,Orval","red check","cock","6/20",1417,"YOUNG BIRD"
"1150","Riggins,Orval","blue bar","hen","7/20",1416.8,"YOUNG BIRD"
"1151","Blakely, Ti/4","blue bar","hen","103.130",1416.7,"YOUNG BIRD"
"1152","Riggins,Orval","dark check","hen","8/20",1416.6,"YOUNG BIRD"
"1153","Riggins,Orval","dark check","hen","9/20",1416.6,"YOUNG BIRD"
"1154","Riggins,Orval","complex","cock","10/20",1416.4,"YOUNG BIRD"
"1155","Payne Lofts/5","dark check","hen","104.776",1407.7,"YOUNG BIRD"
"1156","Creekmore,/19","complex","hen","98.343",1126.8,"YOUNG BIRD"
"1157","Harrison, J/3","blue bar","hen","95.055",960.4,"YOUNG BIRD"
"1158","Harrison, J/6","blue check","hen","95.180",1008.1,"YOUNG BIRD"
"1159","Harrison, Jim","dark check","hen","2/6",1008,"YOUNG BIRD"
"1160","Harrison, Jim","dark check","hen","3/6",990.7,"YOUNG BIRD"
"1161","Riggins,Or/20","dark check","cock","105.591",986.5,"YOUNG BIRD"
"1162","Riggins,Orval","blue check","hen","2/20",986,"YOUNG BIRD"
"1163","Riggins,Orval","blue bar","cock","3/20",970.5,"YOUNG BIRD"
"1164","Riggins,Orval","blue check","hen","4/20",964.6,"YOUNG BIRD"
"1165","Payne Lofts/2","red","hen","104.935",956.9,"YOUNG BIRD"
"1166","Payne Lofts","dark check","hen","2/2",952.3,"YOUNG BIRD"
"1167","Miller, Ch/10","blue bar","hen","86.168",941,"YOUNG BIRD"
"1168","Steve Reyno/5","blue check","hen","95.502",940.2,"YOUNG BIRD"
"1169","Creekmore,D/8","blue check","hen","98.408",661.6,"YOUNG BIRD"
"1170","CCC 2      /1","dark check","hen","101.408",639.6,"YOUNG BIRD"
"1171","Tim Blakely/2","blue check","hen","103.241",509,"YOUNG BIRD"
"1172","Riggins,Orv/8","complex","hen","105.591",1201.4,"YOUNG BIRD"
"1173","Riggins,Orval","blue check","hen","2/8",1201.3,"YOUNG BIRD"
"1174","Matson,Sean/2","blue check","cock","105.591",1200.8,"YOUNG BIRD"
"1175","Riggins,Orval","red check","cock","3/8",1200.6,"YOUNG BIRD"
"1176","Harrison, J/8","red check","hen","95.180",1197,"YOUNG BIRD"
"1177","Harrison, Jim","blue bar","hen","2/8",1192,"YOUNG BIRD"
"1178","Potts & So/10","blue bar","hen","90.862",1190.3,"YOUNG BIRD"
"1179","Potts & Sons","complex","hen","2/10",1188.2,"YOUNG BIRD"
"1180","Potts & Sons","blue check","hen","3/10",1187.9,"YOUNG BIRD"
"1181","Potts & Sons","blue check","hen","4/10",1187.2,"YOUNG BIRD"
"1182","Potts & Sons","complex","hen","5/10",1186.9,"YOUNG BIRD"
"1183","Steve Reyn/10","blue check","hen","95.502",1185.8,"YOUNG BIRD"
"1184","Steve Reynold","blue bar","hen","2/10",1185.2,"YOUNG BIRD"
"1185","Potts & Sons","complex","hen","6/10",1183.8,"YOUNG BIRD"
"1186","Steve Reynold","blue bar","hen","3/10",1161.2,"YOUNG BIRD"
"1187","Riggins,Orval","blue check","cock","4/8",1150.7,"YOUNG BIRD"
"1188","Creekmore,D/9","red check","hen","98.408",1130.5,"YOUNG BIRD"
"1189","CCC & Son L/5","slate","cock","101.408",1116.6,"YOUNG BIRD"
"1190","CCC 2      /5","red check","cock","101.408",1116.5,"YOUNG BIRD"
"1191","Goldsmith,W/4","blue check","cock","92.112",1071.4,"YOUNG BIRD"
"1192","Tiberghien,/6","blue bar","hen","101.569",940,"YOUNG BIRD"
"1193","Norris,Gord/5","blue bar","cock","92.112",862.6,"YOUNG BIRD"
"1194","Norris,Hanh/5","blue check","hen","92.112",653.7,"YOUNG BIRD"
"1195","Riggins,Or/20","blue bar","hen","105.591",1076,"YOUNG BIRD"
"1196","Riggins,Orval","complex","cock","2/20",1075.8,"YOUNG BIRD"
"1197","Riggins,Orval","blue check","cock","3/20",1075.7,"YOUNG BIRD"
"1198","Riggins,Orval","blue bar","hen","4/20",1075.6,"YOUNG BIRD"
"1199","Riggins,Orval","blue check","hen","5/20",1075.4,"YOUNG BIRD"
"1200","Riggins,Orval","blue bar","hen","6/20",1075.3,"YOUNG BIRD"
"1201","Riggins,Orval","complex","hen","7/20",1075,"YOUNG BIRD"
"1202","Riggins,Orval","blue bar","hen","8/20",1074.8,"YOUNG BIRD"
"1203","Steve Reyno/6","blue bar","hen","95.502",1067.8,"YOUNG BIRD"
"1204","Potts & Son/8","complex","hen","90.862",1050.7,"YOUNG BIRD"
"1205","Potts & Sons","blue bar","hen","2/8",1047.8,"YOUNG BIRD"
"1206","Walker,Robb/3","blue bar","hen","95.502",1011,"YOUNG BIRD"
"1207","1151       /6","blue bar","hen","101.569",987.7,"YOUNG BIRD"
"1208","CCC & Son L/1","blue check","cock","101.408",972.1,"YOUNG BIRD"
"1209","Creekmore,D/4","complex","hen","98.408",971,"YOUNG BIRD"
"1210","CCC 2      /1","blue bar","cock","101.408",785.9,"YOUNG BIRD"
"1211","Bressie, Pa/2","complex","hen","91.595",338.9,"YOUNG BIRD"
"1212","Bressie, Sl/1","complex","cock","91.595",336.2,"YOUNG BIRD"
"1213","Creekmore,/16","blue check","hen","125.888",1176.9,"YOUNG BIRD"
"1214","CCC & Son L/5","complex","cock","128.974",1116.9,"YOUNG BIRD"
"1215","CCC & Son Lof","complex","cock","2/5",1116.9,"YOUNG BIRD"
"1216","Potts & So/10","blue check","hen","118.420",1033.5,"YOUNG BIRD"
"1217","Potts & Sons","complex","hen","2/10",1033.1,"YOUNG BIRD"
"1218","Creekmore,Dal","dark check","hen","2/16",1025.8,"YOUNG BIRD"
"1219","Creekmore,Dal","blue bar","hen","3/16",1025.4,"YOUNG BIRD"
"1220","Potts & Sons","blue check","hen","3/10",1022.4,"YOUNG BIRD"
"1221","Creekmore,Dal","blue bar","hen","4/16",1017.4,"YOUNG BIRD"
"1222","Potts & Sons","complex","hen","4/10",1004,"YOUNG BIRD"
"1223","Miller, Ch/10","blue check","hen","113.734",1002.9,"YOUNG BIRD"
"1224","CCC 2      /5","blue bar","hen","128.974",995,"YOUNG BIRD"
"1225","Steve Reyno/2","blue bar","hen","123.043",994.4,"YOUNG BIRD"
"1226","Potts & Sons","blue bar","hen","5/10",931.8,"YOUNG BIRD"
"1227","Miller,Ver/10","white","hen","113.734",928.4,"YOUNG BIRD"
"1228","Oeser,Roy  /5","red check","hen","121.776",841.1,"YOUNG BIRD"
"1229","McELRAVY   /4","blue check","hen","111.728",812.9,"YOUNG BIRD"
"1230","LARRY MITCH/5","blue bar","cock","135.89",2115.6,"OLD BIRD"
"1231","CCC&SON    /3","blue check","cock","93.223",2096.8,"OLD BIRD"
"1232","CCC 2      /3","slate","cock","93.223",2096.3,"OLD BIRD"
"1233","David Famil/5","blue check","cock","175.333",2089.7,"OLD BIRD"
"1234","LIU LOFT   /5","red","hen","192.216",2079.9,"OLD BIRD"
"1235","Jeff Lamber/2","blue check","cock","169.686",2079.5,"OLD BIRD"
"1236","LARRY MITCHEL","blue check","cock","5-Feb",2078.8,"OLD BIRD"
"1237","Bob Lephew /5","complex","hen","166.378",2078.7,"OLD BIRD"
"1238","Steve Trott/5","complex","hen","168.594",2068.5,"OLD BIRD"
"1239","Steve Trotter","blue bar","cock","5-Feb",2068.3,"OLD BIRD"
"1240","Steve Trotter","blue bar","hen","5-Mar",2067.8,"OLD BIRD"
"1241","Steve Trotter","complex","hen","5-Apr",2067.5,"OLD BIRD"
"1242","LIU LOFT","complex","hen","5-Feb",2058.8,"OLD BIRD"
"1243","Bob Lephew","complex","hen","5-Feb",2056.4,"OLD BIRD"
"1244","Tim Blakely/6","blue check","cock","95.097",2055.7,"OLD BIRD"
"1245","LIU LOFT","complex","hen","5-Mar",2054.7,"OLD BIRD"
"1246","Jeff Lamberto","blue bar","cock","2-Feb",2051.4,"OLD BIRD"
"1247","K & J Loft /5","blue check","cock","176.514",2039.6,"OLD BIRD"
"1248","K & J Loft","blue bar","hen","5-Feb",2039.4,"OLD BIRD"
"1249","K & J Loft","blue bar","hen","5-Mar",2039.4,"OLD BIRD"
