"","NAME","COLOR","SEX","DISTANCE_MILES","SPEED_YPM","TYPE"
"2945","JIMMYS LOFT","grizzled","cock","527",734.2,"YOUNG BIRD"
"2946","Bob Caudillo","complex","hen","2",732.2,"YOUNG BIRD"
"2947","Marvin Powel","complex","hen","8",731,"YOUNG BIRD"
"2948","Marvin Powel","complex","hen","9",729.7,"YOUNG BIRD"
"2949","Marvin Powel","complex","cock","10",724,"YOUNG BIRD"
"2950","Bob Caudillo","complex","hen","3",723,"YOUNG BIRD"
"2951","AIRBABY LOFT","unknown","cock","3",721.4,"YOUNG BIRD"
"2952","Latka Loft","blue check","hen","5",720.4,"YOUNG BIRD"
"2953","Eric Smeal l","blue bar","hen","7",714.3,"YOUNG BIRD"
"2954","Eric Smeal l","blue check","cock","8",714.3,"YOUNG BIRD"
"2955","ALEC SCHAFFE","blue check","cock","589",713.9,"YOUNG BIRD"
"2956","Engel Joel","blue check","cock","5",713.6,"YOUNG BIRD"
"2957","John Smeal","complex","cock","4",710.2,"YOUNG BIRD"
"2958","CAMERON POLL","complex","hen","2",709.8,"YOUNG BIRD"
"2959","D&D LOFT","complex","cock","11",707.4,"YOUNG BIRD"
"2960","John Smeal","blue bar","cock","5",706.2,"YOUNG BIRD"
"2961","Eric Smeal l","dark check","cock","9",705.5,"YOUNG BIRD"
"2962","G&D KUGLER   27","complex","hen","86",905,"YOUNG BIRD"
"2963","SLACK LOFT","blue bar","hen","555",855.8,"YOUNG BIRD"
"2964","Linda","blue bar","hen","546",775.1,"YOUNG BIRD"
"2965","SLACK LOFT","blue bar","cock","2",750.2,"YOUNG BIRD"
"2966","G&D KUGLER","blue bar","cock","2",743.5,"YOUNG BIRD"
"2967","Engel Joel","blue check","hen","592",672.7,"YOUNG BIRD"
"2968","Nancy Jackso","blue bar","cock","596",654.2,"YOUNG BIRD"
"2969","Rinne Loft","unknown","unknown","547",647.8,"YOUNG BIRD"
"2970","Hawkeye Raci","complex","cock","546",639.6,"YOUNG BIRD"
"2971","Bob Jackson","blue check","cock","596",623.2,"YOUNG BIRD"
"2972","Bob Jackson","blue check","cock","2",609.1,"YOUNG BIRD"
"2973","Eric Smeal l","blue bar","hen","593",607.5,"YOUNG BIRD"
"2974","Larry Bender","blue bar","cock","608",599.1,"YOUNG BIRD"
"2975","QUENTIN ELLE","complex","cock","683",596.6,"YOUNG BIRD"
"2976","SemperFi Lof","blue bar","hen","582",595.3,"YOUNG BIRD"
"2977","DAVE LYNNETT","complex","cock","670",586.8,"YOUNG BIRD"
"2978","SLACK LOFT","blue check","hen","3",578.8,"YOUNG BIRD"
"2979","AIRBABY LOFT","complex","hen","670",575.6,"YOUNG BIRD"
"2980","Eric Smeal l","blue bar","cock","2",547.4,"YOUNG BIRD"
"2981","SPIRIT LOFT","blue check","hen","596",528.4,"YOUNG BIRD"
"2982","Eric Smeal l","blue bar","cock","3",527.5,"YOUNG BIRD"
"2983","JEFF SCHAFFE","complex","hen","648",527.3,"YOUNG BIRD"
"2984","Eric Smeal l","blue bar","hen","4",527.1,"YOUNG BIRD"
"2985","G&D KUGLER","blue bar","hen","3",520.4,"YOUNG BIRD"
"2986","Larry Bender 9","blue check","cock","2",519.3,"YOUNG BIRD"
"2987","Eric Smeal l","blue bar","cock","5",507.2,"YOUNG BIRD"
"2988","WREDE LOFT","complex","cock","601",505.7,"YOUNG BIRD"
"2989","SPIRIT LOFT","blue bar","hen","2",505.1,"YOUNG BIRD"
"2990","G&D KUGLER","blue bar","hen","4",498.9,"YOUNG BIRD"
"2991","Eric Smeal l","red check","cock","6",485,"YOUNG BIRD"
"2992","John Smeal","complex","cock","610",463.3,"YOUNG BIRD"
"2993","SPIRIT LOFT","blue check","hen","3",458.7,"YOUNG BIRD"
"2994","Engel Joel","red bar","hen","2",451.7,"YOUNG BIRD"
"2995","Larry Bender","blue bar","cock","3",446,"YOUNG BIRD"
"2996","SemperFi Lof","blue bar","hen","2",413.2,"YOUNG BIRD"
"2997","John Smeal","complex","cock","2",397.3,"YOUNG BIRD"
"2998","SPIRIT LOFT","blue check","hen","4",396.3,"YOUNG BIRD"
"2999","Eric Smeal l","blue bar","cock","7",392.6,"YOUNG BIRD"
"3000","GABRIEL LOPE 1","blue check","hen","67",187.3,"YOUNG BIRD"
"3001","ALVIN PETTY","complex","cock","200",1079.4,"YOUNG BIRD"
"3002","CARL LAY","dark check","hen","270",1048,"YOUNG BIRD"
"3003","CARL LAY","dark check","cock","2",1047.9,"YOUNG BIRD"
"3004","CARL LAY","blue bar","hen","3",1047.7,"YOUNG BIRD"
"3005","GABRIEL LOPE","blue check","hen","2",1014.7,"YOUNG BIRD"
"3006","DON SNOW","complex","cock","227",1008.2,"YOUNG BIRD"
"3007","GABRIEL LOPE","blue bar","cock","3",996,"YOUNG BIRD"
"3008","CARL LAY","blue check","hen","4",989.6,"YOUNG BIRD"
"3009","GABRIEL LOPE","blue check","cock","4",988.7,"YOUNG BIRD"
"3010","DON GRANT","blue bar","hen","195",964,"YOUNG BIRD"
"3011","DON GRANT","red check","hen","2",955.6,"YOUNG BIRD"
"3012","DON GRANT","blue bar","hen","3",955.4,"YOUNG BIRD"
"3013","DON GRANT","blue bar","cock","4",952.7,"YOUNG BIRD"
"3014","L&J LOFT","blue bar","cock","187",948.5,"YOUNG BIRD"
"3015","DON SNOW","complex","hen","2",943.2,"YOUNG BIRD"
"3016","GABRIEL LOPE","blue bar","hen","5",933.7,"YOUNG BIRD"
"3017","DON SNOW","complex","hen","3",918.6,"YOUNG BIRD"
"3018","MITCH GIBSON","blue bar","hen","231",916.9,"YOUNG BIRD"
"3019","MITCH GIBSON","blue bar","hen","2",916.9,"YOUNG BIRD"
"3020","ADIL HRNIC","red check","hen","192",916.2,"YOUNG BIRD"
"3021","ADIL HRNIC","red check","cock","2",822.7,"YOUNG BIRD"
"3022","J&L LOFT","complex","hen","187",816.3,"YOUNG BIRD"
"3023","DON GRANT","blue bar","hen","5",793.7,"YOUNG BIRD"
"3024","J&L LOFT","blue check","hen","2",760.4,"YOUNG BIRD"
"3025","L&J LOFT","blue check","cock","2",741.4,"YOUNG BIRD"
"3026","ADIL HRNIC","blue bar","hen","3",632,"YOUNG BIRD"
"3027","DON GRANT","blue check","hen","6",616.1,"YOUNG BIRD"
"3028","L&J LOFT","blue bar","hen","87",72.2,"YOUNG BIRD"
"3029","L&J LOFT","red check","cock","2",1072.1,"YOUNG BIRD"
"3030","L&J LOFT","blue check","cock","3",1072,"YOUNG BIRD"
"3031","J&L LOFT","blue check","hen","187",1071.8,"YOUNG BIRD"
"3032","J&L LOFT","blue bar","hen","2",1071.7,"YOUNG BIRD"
"3033","J&L LOFT","blue bar","hen","3",1070.4,"YOUNG BIRD"
"3034","J&L LOFT","blue bar","cock","4",1068.4,"YOUNG BIRD"
"3035","L&J LOFT","blue bar","hen","4",1067.7,"YOUNG BIRD"
"3036","J&L LOFT","blue bar","hen","5",1067.4,"YOUNG BIRD"
"3037","ALVIN PETTY","blue bar","cock","200",1066.8,"YOUNG BIRD"
"3038","ALVIN PETTY","black","cock","2",1066.4,"YOUNG BIRD"
"3039","ALVIN PETTY","blue check","hen","3",1066.2,"YOUNG BIRD"
"3040","ALVIN PETTY","blue bar","cock","4",1066.1,"YOUNG BIRD"
"3041","ALVIN PETTY","blue check","cock","5",1066.1,"YOUNG BIRD"
"3042","ALVIN PETTY","blue bar","cock","6",1066,"YOUNG BIRD"
"3043","ALVIN PETTY","blue bar","cock","7",1061.1,"YOUNG BIRD"
"3044","L&J LOFT","blue bar","hen","5",1059.5,"YOUNG BIRD"
"3045","ALVIN PETTY","blue bar","cock","8",1059.1,"YOUNG BIRD"
"3046","ALVIN PETTY","blue check","cock","9",1057.8,"YOUNG BIRD"
"3047","ALVIN PETTY","blue bar","cock","10",1054.2,"YOUNG BIRD"
"3048","GABRIEL LOPE","blue check","cock","267",1024.1,"YOUNG BIRD"
"3049","DON GRANT","blue check","cock","195",1018.4,"YOUNG BIRD"
"3050","L&J LOFT","complex","hen","6",1001.4,"YOUNG BIRD"
"3051","ADIL HRNIC","blue bar","hen","192",998.2,"YOUNG BIRD"
"3052","ADIL HRNIC","blue bar","hen","2",998.2,"YOUNG BIRD"
"3053","ADIL HRNIC","blue bar","cock","3",966.9,"YOUNG BIRD"
"3054","ADIL HRNIC","blue bar","hen","4",966.9,"YOUNG BIRD"
"3055","J&L LOFT","black","cock","6",960,"YOUNG BIRD"
"3056","J&L LOFT","red check","cock","7",956.8,"YOUNG BIRD"
"3057","L&J LOFT","blue bar","hen","7",950.2,"YOUNG BIRD"
"3058","ADIL HRNIC","blue check","hen","5",948.3,"YOUNG BIRD"
"3059","ADIL HRNIC","blue check","hen","6",948.1,"YOUNG BIRD"
"3060","ADIL HRNIC","blue check","hen","7",948,"YOUNG BIRD"
"3061","J&L LOFT","complex","hen","8",935.8,"YOUNG BIRD"
"3062","CHOO CHOO LO","blue bar","hen","248",907.4,"YOUNG BIRD"
"3063","GABRIEL LOPE","blue check","hen","2",905.4,"YOUNG BIRD"
"3064","GABRIEL LOPE","blue check","hen","3",905.4,"YOUNG BIRD"
"3065","GABRIEL LOPE","blue bar","hen","4",905.2,"YOUNG BIRD"
"3066","L&J LOFT","red check","cock","8",881.4,"YOUNG BIRD"
"3067","J&L LOFT","dark check","cock","9",847.8,"YOUNG BIRD"
"3068","CARL LAY","dark check","hen","270",831.6,"YOUNG BIRD"
"3069","ADIL HRNIC","blue bar","hen","8",830.1,"YOUNG BIRD"
"3070","ADIL HRNIC","blue bar","cock","9",829.5,"YOUNG BIRD"
"3071","CARL LAY","blue bar","hen","2",798.8,"YOUNG BIRD"
"3072","ALVIN PETTY","blue bar","hen","11",798.4,"YOUNG BIRD"
"3073","ADIL HRNIC","complex","hen","10",772,"YOUNG BIRD"
"3074","L&J LOFT","blue check","hen","9",718.9,"YOUNG BIRD"
"3075","ADIL HRNIC","blue bar","hen","11",699.9,"YOUNG BIRD"
"3076","DON GRANT","blue bar","cock","2",686.8,"YOUNG BIRD"
"3077","L&J LOFT","blue bar","hen","10",595.1,"YOUNG BIRD"
"3078","CARL LAY","blue bar","hen","68",970.6,"YOUNG BIRD"
"3079","CARL LAY","blue bar","hen","2",970.4,"YOUNG BIRD"
"3080","GABRIEL LOPE","blue bar","hen","166",944.6,"YOUNG BIRD"
"3081","ALVIN PETTY","blue bar","cock","98",912.6,"YOUNG BIRD"
"3082","ALVIN PETTY","blue check","hen","2",912.2,"YOUNG BIRD"
"3083","ALVIN PETTY","blue bar","cock","3",911.8,"YOUNG BIRD"
"3084","ALVIN PETTY","blue bar","hen","4",908.8,"YOUNG BIRD"
"3085","L&J LOFT","red check","hen","85",887.6,"YOUNG BIRD"
"3086","J&L LOFT","blue check","hen","85",886.3,"YOUNG BIRD"
"3087","L&J LOFT","blue check","cock","2",886,"YOUNG BIRD"
"3088","J&L LOFT","complex","hen","2",885.9,"YOUNG BIRD"
"3089","L&J LOFT","red check","cock","3",885.6,"YOUNG BIRD"
"3090","J&L LOFT","blue check","hen","3",885.6,"YOUNG BIRD"
"3091","J&L LOFT","blue check","hen","4",885.5,"YOUNG BIRD"
"3092","L&J LOFT","blue check","cock","4",885.3,"YOUNG BIRD"
"3093","J&L LOFT","blue bar","hen","5",885.3,"YOUNG BIRD"
"3094","J&L LOFT","complex","hen","6",885.3,"YOUNG BIRD"
"3095","L&J LOFT","blue bar","cock","5",885.2,"YOUNG BIRD"
"3096","GABRIEL LOPE","blue bar","hen","2",876.4,"YOUNG BIRD"
"3097","ALVIN PETTY","complex","cock","5",870.4,"YOUNG BIRD"
"3098","ALVIN PETTY","dark check","hen","6",866.3,"YOUNG BIRD"
"3099","ALVIN PETTY","blue check","cock","7",866.2,"YOUNG BIRD"
"3100","ALVIN PETTY","blue check","hen","8",866.2,"YOUNG BIRD"
"3101","WILL OELSCHL","complex","hen","158",859.2,"YOUNG BIRD"
"3102","J&L LOFT","complex","hen","7",849.7,"YOUNG BIRD"
"3103","ALVIN PETTY","blue check","cock","9",843.6,"YOUNG BIRD"
"3104","GABRIEL LOPE","blue bar","hen","3",839.6,"YOUNG BIRD"
"3105","CHOO CHOO LO","dark check","cock","147",826.1,"YOUNG BIRD"
"3106","CARL LAY","blue bar","hen","3",782.6,"YOUNG BIRD"
"3107","CARL LAY","dark check","cock","4",778.5,"YOUNG BIRD"
"3108","ADIL HRNIC","blue bar","hen","91",726.9,"YOUNG BIRD"
"3109","ADIL HRNIC","dark check","hen","2",688.6,"YOUNG BIRD"
"3110","GABRIEL LOPE","blue bar","hen","4",588.3,"YOUNG BIRD"
"3111","J&L LOFT","blue check","cock","8",555.6,"YOUNG BIRD"
"3112","CLAYTON STEW","blue bar","hen","101",489.4,"YOUNG BIRD"
"3113","ADIL HRNIC","red check","cock","3",435.9,"YOUNG BIRD"
"3114","CLAYTON STEW","blue bar","hen","2",426.8,"YOUNG BIRD"
"3115","L&J LOFT","blue bar","hen","6",387.4,"YOUNG BIRD"
"3116","L&J LOFT","blue bar","hen","7",378.6,"YOUNG BIRD"
"3117","L&J LOFT","blue check","hen","8",377.6,"YOUNG BIRD"
"3118","J&L LOFT","complex","cock","9",375.1,"YOUNG BIRD"
"3119","ADIL HRNIC","blue check","hen","4",289.1,"YOUNG BIRD"
"3120","ADIL HRNIC","red check","hen","5",289,"YOUNG BIRD"
"3121","GABRIEL LOPE ","blue bar","hen","50",1298.5,"YOUNG BIRD"
"3122","GABRIEL LOPE","blue bar","hen","2",1184.3,"YOUNG BIRD"
"3123","GABRIEL LOPE","blue bar","cock","3",1184.2,"YOUNG BIRD"
"3124","CARL LAY","blue bar","hen","353",1181.3,"YOUNG BIRD"
"3125","GABRIEL LOPE","blue bar","hen","4",1125.9,"YOUNG BIRD"
"3126","GABRIEL LOPE","blue check","hen","5",1125.8,"YOUNG BIRD"
"3127","J&L LOFT","blue bar","hen","271",1118.9,"YOUNG BIRD"
"3128","GABRIEL LOPE","blue bar","hen","6",1102.1,"YOUNG BIRD"
"3129","L&J LOFT","red check","cock","271",1091.4,"YOUNG BIRD"
"3130","CARL LAY","dark check","cock","2",1089.5,"YOUNG BIRD"
"3131","CARL LAY","blue bar","hen","3",1080.6,"YOUNG BIRD"
"3132","CLAYTON STEW","blue check","hen","280",1073.3,"YOUNG BIRD"
"3133","GABRIEL LOPE","blue check","hen","7",1072.3,"YOUNG BIRD"
"3134","DON GRANT","blue check","cock","278",1026,"YOUNG BIRD"
"3135","GABRIEL LOPE","complex","hen","8",1010.9,"YOUNG BIRD"
"3136","ALVIN PETTY","blue bar","cock","283",1008.3,"YOUNG BIRD"
"3137","ALVIN PETTY","blue bar","cock","2",991.7,"YOUNG BIRD"
"3138","ALVIN PETTY","blue check","cock","3",991.6,"YOUNG BIRD"
"3139","ALVIN PETTY","blue bar","cock","4",991.3,"YOUNG BIRD"
"3140","NORMAN SMITH","complex","hen","305",969.4,"YOUNG BIRD"
"3141","CLAYTON STEW","complex","cock","2",923.8,"YOUNG BIRD"
"3142","CARL LAY","blue bar","cock","4",903.5,"YOUNG BIRD"
"3143","NORMAN SMITH","red check","hen","2",898.7,"YOUNG BIRD"
"3144","CHOO CHOO LO","blue check","cock","331",844.4,"YOUNG BIRD"
"3145","J&L LOFT","blue check","hen","2",843.6,"YOUNG BIRD"
"3146","L&J LOFT","blue bar","hen","2",843.5,"YOUNG BIRD"
"3147","ALVIN PETTY","blue bar","cock","5",781.3,"YOUNG BIRD"
"3148","J&L LOFT","blue bar","hen","3",770.5,"YOUNG BIRD"
"3149","ADIL HRNIC","complex","hen","275",768.5,"YOUNG BIRD"
"3150","L&J LOFT","blue check","cock","3",761.9,"YOUNG BIRD"
"3151","L&J LOFT","blue bar","hen","4",717.5,"YOUNG BIRD"
"3152","CARL LAY","dark check","hen","5",705.1,"YOUNG BIRD"
"3153","J&L LOFT","blue bar","cock","4",699.8,"YOUNG BIRD"
"3154","L&J LOFT","blue check","hen","5",691.3,"YOUNG BIRD"
"3155","ALVIN PETTY","blue bar","cock","6",611.3,"YOUNG BIRD"
"3156","ALVIN PETTY","blue check","cock","7",588.4,"YOUNG BIRD"
"3157","ALVIN PETTY","blue bar","hen","8",588.3,"YOUNG BIRD"
"3158","ALVIN PETTY","blue check","hen","9",564.4,"YOUNG BIRD"
"3159","DON GRANT","blue bar","cock","2",558.2,"YOUNG BIRD"
"3160","ALVIN PETTY","blue bar","cock","10",546.5,"YOUNG BIRD"
"3161","ADIL HRNIC","blue bar","hen","2",527.7,"YOUNG BIRD"
"3162","J&L LOFT","dark check","cock","5",521.4,"YOUNG BIRD"
"3163","J&L LOFT","blue bar","hen","6",513.6,"YOUNG BIRD"
"3164","ADIL HRNIC","blue check","hen","3",492.3,"YOUNG BIRD"
"3165","ALVIN PETTY","blue bar","cock","11",481,"YOUNG BIRD"
"3166","L&J LOFT","blue bar","hen","6",470.4,"YOUNG BIRD"
"3167","J&L LOFT","red check","cock","7",438.5,"YOUNG BIRD"
"3168","ADIL HRNIC","blue check","hen","4",422,"YOUNG BIRD"
"3169","ADIL HRNIC","blue bar","hen","5",403.4,"YOUNG BIRD"
"3170","DON GRANT","blue bar","cock","3",403.3,"YOUNG BIRD"
"3171","L&J LOFT","complex","hen","7",400.9,"YOUNG BIRD"
"3172","CARL LAY     ","blue check","hen","70",327.9,"YOUNG BIRD"
"3173","CARL LAY","blue bar","hen","2",1327.7,"YOUNG BIRD"
"3174","ADIL HRNIC","blue bar","hen","192",1325.3,"YOUNG BIRD"
"3175","GABRIEL LOPE","blue bar","cock","267",1314.2,"YOUNG BIRD"
"3176","GABRIEL LOPE","blue check","hen","2",1313.4,"YOUNG BIRD"
"3177","ALVIN PETTY","dark check","hen","200",1287.2,"YOUNG BIRD"
"3178","ALVIN PETTY","blue bar","hen","2",1287.2,"YOUNG BIRD"
"3179","ALVIN PETTY","blue check","hen","3",1287.1,"YOUNG BIRD"
"3180","DON SNOW","blue bar","hen","227",1286.7,"YOUNG BIRD"
"3181","ALVIN PETTY","blue bar","cock","4",1286.7,"YOUNG BIRD"
"3182","CARL LAY","blue bar","hen","3",1245.1,"YOUNG BIRD"
"3183","GABRIEL LOPE","blue check","hen","3",1217.3,"YOUNG BIRD"
"3184","GABRIEL LOPE","blue check","cock","4",1217.1,"YOUNG BIRD"
"3185","J&L LOFT","blue check","cock","187",1203.9,"YOUNG BIRD"
"3186","CARL LAY","dark check","hen","4",1202.8,"YOUNG BIRD"
"3187","CARL LAY","dark check","cock","5",1202.6,"YOUNG BIRD"
"3188","L&J LOFT","blue check","hen","187",1181.8,"YOUNG BIRD"
"3189","J&L LOFT","blue check","hen","2",1168.1,"YOUNG BIRD"
"3190","GABRIEL LOPE","blue check","cock","5",1164.1,"YOUNG BIRD"
"3191","DON SNOW","complex","cock","2",1154.6,"YOUNG BIRD"
"3192","DON SNOW","complex","hen","3",1154.6,"YOUNG BIRD"
"3193","DON SNOW","red check","cock","4",1154.2,"YOUNG BIRD"
"3194","LONE WOLF","blue bar","hen","207",1143.2,"YOUNG BIRD"
"3195","CLAYTON STEW","blue bar","hen","198",1142,"YOUNG BIRD"
"3196","DON SNOW","blue bar","cock","5",1141.3,"YOUNG BIRD"
"3197","ADIL HRNIC","blue bar","hen","2",1126.8,"YOUNG BIRD"
"3198","ALVIN PETTY","blue check","hen","5",1084.9,"YOUNG BIRD"
"3199","L&J LOFT","blue check","cock","2",1081.4,"YOUNG BIRD"
"3200","J&L LOFT","blue bar","hen","3",1081.4,"YOUNG BIRD"
"3201","J&L LOFT","complex","hen","4",1081.4,"YOUNG BIRD"
"3202","ALVIN PETTY","blue bar","cock","6",1081.2,"YOUNG BIRD"
"3203","WILL OELSCHL","dark check","cock","260",1078.7,"YOUNG BIRD"
"3204","L&J LOFT","blue check","cock","3",1071.3,"YOUNG BIRD"
"3205","CLAYTON STEW","blue bar","hen","2",1003.1,"YOUNG BIRD"
"3206","GABRIEL LOPE","blue bar","cock","6",994.1,"YOUNG BIRD"
"3207","GABRIEL LOPE","blue bar","hen","7",965.6,"YOUNG BIRD"
"3208","GABRIEL LOPE","blue check","hen","8",939.1,"YOUNG BIRD"
"3209","ADIL HRNIC","blue check","hen","3",880.9,"YOUNG BIRD"
"3210","CLAYTON STEW","blue bar","cock","3",845.5,"YOUNG BIRD"
"3211","J&L LOFT","complex","hen","5",822.4,"YOUNG BIRD"
"3212","J&L LOFT","blue bar","hen","6",822.3,"YOUNG BIRD"
"3213","DON SNOW","blue bar","hen","6",821.8,"YOUNG BIRD"
"3214","LONE WOLF","blue check","hen","2",679.6,"YOUNG BIRD"
"3215","DON GRANT","dark check","hen","195",624.8,"YOUNG BIRD"
"3216","DON GRANT","blue bar","cock","2",624.7,"YOUNG BIRD"
"3217","DON GRANT","blue bar","cock","3",608.7,"YOUNG BIRD"
"3218","L&J LOFT","blue bar","hen","4",587.8,"YOUNG BIRD"
"3219","J&L LOFT","blue check","hen","7",575.3,"YOUNG BIRD"
"3220","J&L LOFT","blue bar","hen","87",280.9,"YOUNG BIRD"
"3221","J&L LOFT","blue bar","cock","2",1280.9,"YOUNG BIRD"
"3222","J&L LOFT","blue bar","hen","3",1280.9,"YOUNG BIRD"
"3223","L&J LOFT","blue bar","hen","187",1274.3,"YOUNG BIRD"
"3224","J&L LOFT","dark check","hen","4",1273.6,"YOUNG BIRD"
"3225","J&L LOFT","dark check","cock","5",1273.5,"YOUNG BIRD"
"3226","J&L LOFT","blue check","hen","6",1273.5,"YOUNG BIRD"
"3227","ALVIN PETTY","blue check","cock","200",1257.1,"YOUNG BIRD"
"3228","ALVIN PETTY","blue bar","cock","2",1256.8,"YOUNG BIRD"
"3229","ALVIN PETTY","blue check","cock","3",1256.7,"YOUNG BIRD"
"3230","ALVIN PETTY","blue bar","cock","4",1253.5,"YOUNG BIRD"
"3231","L&J LOFT","red check","cock","2",1251.9,"YOUNG BIRD"
"3232","J&L LOFT","red check","cock","7",1251.5,"YOUNG BIRD"
"3233","J&L LOFT","blue check","cock","8",1249.9,"YOUNG BIRD"
"3234","ALVIN PETTY","blue bar","hen","5",1247.3,"YOUNG BIRD"
"3235","J&L LOFT","blue bar","hen","9",1235.7,"YOUNG BIRD"
"3236","ALVIN PETTY","complex","cock","6",1233,"YOUNG BIRD"
"3237","ALVIN PETTY","blue bar","cock","7",1232,"YOUNG BIRD"
"3238","GEERT COONE","blue bar","hen","193",1228.1,"YOUNG BIRD"
"3239","GEERT COONE","blue bar","cock","2",1226.7,"YOUNG BIRD"
"3240","ALVIN PETTY","blue bar","cock","8",1212.8,"YOUNG BIRD"
"3241","CARL LAY","blue check","cock","270",1212.7,"YOUNG BIRD"
"3242","CARL LAY","dark check","hen","2",1212.6,"YOUNG BIRD"
"3243","CARL LAY","dark check","cock","3",1212.1,"YOUNG BIRD"
"3244","L&J LOFT","red check","cock","3",1207.4,"YOUNG BIRD"
"3245","GEERT COONE","blue bar","cock","3",1203,"YOUNG BIRD"
"3246","GABRIEL LOPE","blue bar","hen","267",1172.9,"YOUNG BIRD"
"3247","GABRIEL LOPE","blue bar","hen","2",1172.3,"YOUNG BIRD"
"3248","GABRIEL LOPE","blue bar","hen","3",1172.3,"YOUNG BIRD"
"3249","GABRIEL LOPE","complex","hen","4",1172.2,"YOUNG BIRD"
"3250","L&J LOFT","blue bar","hen","4",1167.4,"YOUNG BIRD"
"3251","L&J LOFT","complex","hen","5",1167.3,"YOUNG BIRD"
"3252","CLAYTON STEW","blue bar","cock","198",1164.4,"YOUNG BIRD"
"3253","CLAYTON STEW","complex","cock","2",1164.3,"YOUNG BIRD"
"3254","L&J LOFT","blue bar","hen","6",1160.9,"YOUNG BIRD"
"3255","L&J LOFT","blue bar","hen","7",1160.8,"YOUNG BIRD"
"3256","GEERT COONE","blue bar","cock","4",1158.4,"YOUNG BIRD"
"3257","GABRIEL LOPE","blue bar","hen","5",1157.6,"YOUNG BIRD"
"3258","GABRIEL LOPE","blue check","hen","6",1157.6,"YOUNG BIRD"
"3259","GEERT COONE","blue check","hen","5",1148.8,"YOUNG BIRD"
"3260","ALVIN PETTY","blue check","hen","9",1146.3,"YOUNG BIRD"
"3261","DON GRANT","blue bar","cock","195",1140.2,"YOUNG BIRD"
"3262","ADIL HRNIC","blue check","hen","192",1139.5,"YOUNG BIRD"
"3263","CHOO CHOO LO","blue bar","hen","248",1135,"YOUNG BIRD"
"3264","ADIL HRNIC","blue bar","hen","2",1124.8,"YOUNG BIRD"
"3265","DON GRANT","blue bar","cock","2",1113.3,"YOUNG BIRD"
"3266","GABRIEL LOPE","blue check","hen","7",1110.6,"YOUNG BIRD"
"3267","CLAYTON STEW","blue check","hen","3",1093.5,"YOUNG BIRD"
"3268","DON SNOW","blue bar","hen","227",1076.9,"YOUNG BIRD"
"3269","GABRIEL LOPE","blue bar","cock","8",1074.9,"YOUNG BIRD"
"3270","DON GRANT","blue check","cock","3",1072.3,"YOUNG BIRD"
"3271","GABRIEL LOPE","blue bar","hen","9",1066.4,"YOUNG BIRD"
"3272","ADIL HRNIC","complex","hen","3",1047.9,"YOUNG BIRD"
"3273","ADIL HRNIC","black","cock","4",1047.2,"YOUNG BIRD"
"3274","ADIL HRNIC","blue bar","cock","5",1047.1,"YOUNG BIRD"
"3275","ADIL HRNIC","blue check","hen","6",1035,"YOUNG BIRD"
"3276","CLAYTON STEW","blue bar","hen","4",1028.5,"YOUNG BIRD"
"3277","ADIL HRNIC","blue bar","hen","7",1026,"YOUNG BIRD"
"3278","ADIL HRNIC","blue check","cock","8",1015,"YOUNG BIRD"
"3279","NORMAN SMITH","complex","hen","223",1007.1,"YOUNG BIRD"
"3280","NORMAN SMITH","red check","hen","2",1007.1,"YOUNG BIRD"
"3281","NORMAN SMITH","complex","hen","3",1007,"YOUNG BIRD"
"3282","NORMAN SMITH","blue check","hen","4",1007,"YOUNG BIRD"
"3283","J&L LOFT","blue bar","hen","10",1005.7,"YOUNG BIRD"
"3284","MITCH GIBSON","red check","hen","231",1001.4,"YOUNG BIRD"
"3285","DON GRANT","blue bar","cock","4",991.1,"YOUNG BIRD"
"3286","DON SNOW","blue bar","hen","2",988.4,"YOUNG BIRD"
"3287","GABRIEL LOPE","blue bar","hen","10",982,"YOUNG BIRD"
"3288","NORMAN SMITH","complex","hen","5",976.4,"YOUNG BIRD"
"3289","NORMAN SMITH","complex","hen","6",976.3,"YOUNG BIRD"
"3290","ADIL HRNIC","blue bar","hen","9",944.5,"YOUNG BIRD"
